191, 127, 127, 
191, 127, 127, 
232, 127, 127, 
232, 127, 127, 
232, 127, 127, 
232, 127, 127, 
238, 127, 127, 
227, 127, 127, 
254, 127, 127, 
254, 127, 127, 
254, 127, 127, 
254, 127, 127, 
247, 127, 127, 
223, 127, 127, 
138, 127, 127, 
235, 127, 127, 
214, 127, 127, 
0, 127, 127, 
12, 127, 127, 
24, 127, 127, 
64, 127, 127, 
142, 127, 127, 
134, 127, 127, 
207, 127, 121, 
220, 127, 116, 
234, 127, 104, 
247, 127, 92, 
247, 127, 79, 
247, 127, 67, 
247, 127, 55, 
247, 127, 55, 
247, 127, 53, 
247, 127, 50, 
241, 127, 48, 
166, 127, 46, 
117, 127, 44, 
254, 127, 41, 
245, 127, 39, 
190, 127, 39, 
229, 127, 39, 
239, 127, 39, 
216, 127, 39, 
177, 127, 39, 
204, 136, 39, 
210, 145, 50, 
159, 164, 60, 
177, 200, 71, 
195, 200, 71, 
168, 221, 89, 
239, 221, 91, 
199, 221, 93, 
216, 221, 96, 
247, 221, 98, 
207, 227, 100, 
242, 234, 100, 
164, 234, 100, 
119, 234, 95, 
119, 223, 90, 
51, 212, 85, 
170, 176, 80, 
237, 163, 69, 
211, 150, 59, 
211, 150, 48, 
219, 165, 16, 
249, 165, 11, 
249, 165, 5, 
232, 169, 0, 
236, 173, 0, 
240, 173, 0, 
243, 173, 0, 
247, 165, 0, 
251, 158, 0, 
251, 150, 0, 
251, 131, 0, 
251, 112, 0, 
251, 112, 0, 
251, 98, 0, 
251, 98, 0, 
251, 105, 0, 
251, 112, 0, 
251, 124, 0, 
251, 137, 0, 
251, 169, 0, 
251, 181, 0, 
245, 194, 0, 
227, 194, 0, 
109, 206, 0, 
187, 200, 0, 
243, 194, 0, 
190, 188, 0, 
137, 182, 0, 
244, 169, 0, 
225, 156, 0, 
225, 130, 0, 
184, 130, 0, 
184, 111, 0, 
124, 93, 0, 
185, 84, 0, 
149, 74, 0, 
227, 65, 0, 
117, 56, 0, 
210, 47, 0, 
242, 37, 0, 
209, 28, 0, 
191, 28, 0, 
134, 19, 0, 
120, 9, 0, 
195, 0, 0, 
170, 0, 0, 
146, 0, 0, 
250, 0, 0, 
250, 0, 0, 
229, 0, 0, 
235, 0, 0, 
241, 0, 2, 
247, 0, 4, 
230, 0, 7, 
199, 0, 9, 
107, 0, 9, 
90, 0, 9, 
74, 0, 4, 
74, 0, 0, 
99, 0, 0, 
167, 0, 0, 
180, 0, 0, 
230, 0, 0, 
248, 0, 0, 
248, 0, 0, 
